openalex_id,doi,title,year,journal,source_type,work_type,cited_by_count,is_oa,abstract
https://openalex.org/W1497966701,10.5040/9781350218673,"Biofuels, land grabbing and food security in Africa",2011,Zed Books Ltd,ebook platform,book,136,TRUE,"The issue of biofuels has already been much debated, but the focus to date has largely been on Latin America and deforestation - this highly original work breaks fresh ground in looking at the African perspective. Most African governments see biofuels as having the potential to increase agricultural productivity and export incomes and thus strengthen their national economies, improving energy balances and rural employment. At the same time climate change may be addressed through reduction of green house gas emissions. There are, however, a number of uncertainties mounting that challenge this scenario. Using cutting-edge empirical case studies, this knowledge gap is addressed in a variety of chapters examining the effects of large-scale biofuel production on African agriculture. In particular, 'land grabbing' and food security issues are scrutinised, both of which have become vital topics in regard to the environmental and developmental governance of African countries. A revealing book for anyone"
https://openalex.org/W149866997,,Fields of Gold : The Bioenergy Debate in International Organizations,2012,,,article,2,FALSE,"The concept of producing energy from biomass has, for the last two decades, occupied attention of policy-makers, private industries, researchers and civil societies around the world. The highly con ..."
https://openalex.org/W1500095558,10.5772/26942,Unraveling Stakeholders’ Discourses Regarding Sustainable Development and Biodiversity Conservation in Greece,2012,InTech eBooks,ebook platform,book-chapter,5,TRUE,Unraveling Stakeholders’ Discourses Regarding Sustainable Development and Biodiversity Conservation in Greece
https://openalex.org/W1503263161,10.1111/j.1475-5661.2010.00420.x,"Resilience, ecology and adaptation in the experimental city",2011,Transactions of the Institute of British Geographers,journal,article,388,TRUE,"In the face of global urbanisation and climate change, scientists are increasingly using cities to experiment with more resilient forms of urban infrastructure. Experimentation represents the practical dimension of adaptation; it is what happens in practice when policymakers, researchers, businesses and communities are charged with finding new paths. This paper traces one particular lineage of experimentation to resilience ecology, which rejects the possibility of external control over a system, casting planning and administrative functions, and even scientists themselves, as part of a Social‐Ecological System. Using insights from political ecology, laboratory studies and urban studies, the paper explores how ecologists involved with the Long Term Ecological Research Programme in the USA are embedding adaptive experiments into urban governance. Discussion focuses on the role of place in adaptive science, considering the political implications of ecologising urban governance and rendering it experimental."
https://openalex.org/W1503376607,10.3390/molecules200610928,Green Chemistry Metrics with Special Reference to Green Analytical Chemistry,2015,Molecules,journal,review,530,TRUE,"The concept of green chemistry is widely recognized in chemical laboratories. To properly measure an environmental impact of chemical processes, dedicated assessment tools are required. This paper summarizes the current state of knowledge in the field of development of green chemistry and green analytical chemistry metrics. The diverse methods used for evaluation of the greenness of organic synthesis, such as eco-footprint, E-Factor, EATOS, and Eco-Scale are described. Both the well-established and recently developed green analytical chemistry metrics, including NEMI labeling and analytical Eco-scale, are presented. Additionally, this paper focuses on the possibility of the use of multivariate statistics in evaluation of environmental impact of analytical procedures. All the above metrics are compared and discussed in terms of their advantages and disadvantages. The current needs and future perspectives in green chemistry metrics are also discussed."
https://openalex.org/W1504452031,10.22004/ag.econ.120021,"Global Food Price Volatility and Spikes: An Overview of Costs, Causes, and Solutions",2012,"AgEcon Search (University of Minnesota, USA)",repository,article,101,TRUE,"Since the 2007–08 food crisis, many thoughtful analyses have addressed the causes and impacts of high and volatile international food prices and proposed solutions to the crisis. These studies have covered global as well as local food price dynamics and policy reactions. The food price problem is, however, far-reaching, and its impacts are wide and interrelated. The price formation mechanism has become highly complex and dynamic. Policy actions are politically and economically sensitive. This situation calls for continuous and comprehensive assessments of the problem to provide timely and evidence-based knowledge for policy makers. This paper reviews existing evidence and theories and presents new thoughts and insights from analyses to enlighten the course of actions to be taken. Our review implies that the current body of literature concentrates on high food prices. Commodity price analysis should, however, differentiate between three types of price changes: trends, volatility, and spikes. While price trends are important in the long term, volatility and spikes are more important in the short to medium terms. Descriptive statistics indicate that all three price changes are increasing over time and show strong correlations among themselves. A rising medium-term price trend has triggered extreme short-term price spikes and increased volatility. An assessment of the costs of price volatility has shown that the existing literature follows a conventional marginal-cost approach that considers only few cost components. Direct and immediate components have not been adequately analyzed, and long-term effects have been overlooked. The effect on child nutrition and health is one such long-term effect. Under-nutrition in early childhood has negative consequences for lifetime earnings capacity because of the physical and mental impairment it causes. Economy wide distortions and misallocations also threaten the long-term development of commodity-dependent economies. Measuring and estimating the cost of food price volatility should factor in ongoing processes such as economic growth and technological changes. The supply, demand, and market explanations for high and volatile global prices have been differentiated as exogenous and endogenous factors. To help further identify the drivers of food price changes, they are categorized as root causes, intermediate causes, and immediate causes. Both empirical and theoretical evaluations suggest extreme weather events from the supply side, biofuel production from the demand side, and speculation in commodity futures from the market side are the three most important root causes of observed price volatility. The theoretical and empirical effects of speculation in commodity futures are not yet well understood. However, speculative trading in commodity futures should not be viewed as a random bet that can be smoothed out through the price system. It is important to consider the market and nonmarket contexts that guide the b"
https://openalex.org/W1504658872,10.1086/665990,"Are the Economy and the Environment Decoupling? A Comparative International Study, 1960–2005",2012,American Journal of Sociology,journal,article,429,FALSE,"Ecological modernization theory posits that even though economic development harms the environment, the magnitude of the harmful link decreases over the course of development. In contrast, the treadmill of production theory argues that the strong relationship between environmental harms and economic development will remain constant or possibly increase through time. To evaluate these competing propositions, interactions between economic development and time are used in cross-national panel analyses of three measures of carbon dioxide emissions. The results vary across the three outcomes as well as between developed and less developed countries, providing mixed support for both theoretical perspectives. The authors conclude by discussing how both theories could benefit from engaging contemporary research concerning changes within the transnational organization of production and the structure of international trade and how these global shifts influence environment/economic development relationships."
https://openalex.org/W1507685810,10.5324/njsts.v1i1.2122,Beyond innovation. Towards an extended framework for analysing technology policy,2016,Nordic Journal of Science and Technology Studies,journal,article,20,TRUE,"This paper analyses technology policy as a scholarly concern and political practice that needs to be taken beyond the present somewhat singular focus on innovation and deployment. We also need to include an interest in the making of infrastructure, the provision of regulations, and democratic engagement. Consequently, this paper introduces the concepts of socialisation and domestication to overcome the instrumental, economic framing of technology policy. These concepts highlight the importance of embedding and enacting new technology. The suggested conceptual framework is used in a brief synthetic analysis of four examples of technology policy and technological development in the Norwegian context: cars, wind power, hydrogen for transport, and carbon capture and storage (CCS)."
https://openalex.org/W1509968153,10.22004/ag.econ.207798,L’écologisation de la politique agricole européenne. Verdissement ou refondation des systèmes agro-alimentaires ?,2008,"AgEcon Search (University of Minnesota, USA)",repository,article,40,TRUE,"This article addresses the process of growing integration of environmental concerns (referred to as “ecologisation”) in European agricultural policies, and suggests a framework for assessing its effects on agri-food systems: marginal adaptation of the industrial model or ecologically based redesign of production? Following the paths of agro-environmental schemes from the debates within agricultural sciences to their implementation on theround in France and Switzerland enables to point out various scientific, political and social features for introducing nature conservation plans within production systems. The impacts and limits of ecologisation are assessed by using the contrasted conceptual frameworks of the Ecological Modernisation and Treadmill of Production theories. We conclude putting the emphasis on the need to carefully take in account the relations between the different spatial scales involved in this evaluation, from the local one to the international one"
https://openalex.org/W1517924756,10.1108/f-04-2013-0028,Energy saving via lighting study at US National Laboratories,2014,Facilities,journal,article,5,FALSE,"Purpose – The purpose of this study was to examine lighting systems at 77 laboratories located within one building to save energy and associated costs. Design/methodology/approach – Field measurements of illumination were conducted and compared to lighting standards and industry recommendations. Findings – For energy and cost saving, de-lamping all four-lamp luminaires down to two-lamp luminaires and installing occupancy sensors in all laboratories were recommended. Research limitations/implications – The research team’s project working hours and study period were limited. This study begins to fill the gap in the literature regarding lighting field studies. Practical implications – By carefully considering light level recommendations, industry standards and installation budgets, existing facilities can install appropriate retrofits to save energy and money without sacrificing illumination levels. Recommended retrofits are anticipated to significantly curtail annual federal energy consumption practices at the labs. Social implications – The retrofits recommended in this study will reduce US federal government’s energy-related expenditures and greenhouse gas emissions in support of the 2010 Presidential Mandate. The proposed occupancy sensors are anticipated to compensate for humans’ failure to manually control lighting. Originality/value – This field study adds value by documenting cost-effective methods to measure, record and manage laboratory lighting, and it calls for the implementation of social, economic and ecological interventions. The recommended retrofits will reduce US federal government’s energy-related expenditures and greenhouse gas emissions in support of the 2010 Presidential Mandate."
https://openalex.org/W1518146043,10.1108/dpm.2002.11.3.222.1,Facing the Unexpected: Disaster Preparedness and Response in the United States,2002,Disaster Prevention and Management An International Journal,journal,article,1137,FALSE,"Facing the Unexpected presents the wealth of information derived from disasters around the world over the past 25 years. The authors explore how these findings can improve disaster programs, identify remaining research needs, and discuss disaster within the broader context of sustainable development. How do different people think about disaster? Are we more likely to panic or to respond with altruism? Why are 110 people killed in a Valujet crash considered disaster victims while the 50,000 killed annually in traffic accidents in the U.S. are not? At the crossroads of social, cultural, and economic factors, this book examines these and other compelling questions. The authors review the influences that shape the U.S. governmental system for disaster planning and response, the effectiveness of local emergency agencies, and the level of professionalism in the field. They also compare technological versus natural disaster and examine the impact of technology on disaster programs."
